Category,ID,Latitude,Longitude,Date,MODIS_Tile,MYD13A2_061_Line_Y_1km,MYD13A2_061_Sample_X_1km,MYD13A2_061__1_km_16_days_NDVI,MYD13A2_061__1_km_16_days_VI_Quality,MYD13A2_061__1_km_16_days_VI_Quality_bitmask,MYD13A2_061__1_km_16_days_VI_Quality_MODLAND,MYD13A2_061__1_km_16_days_VI_Quality_MODLAND_Description,MYD13A2_061__1_km_16_days_VI_Quality_VI_Usefulness,MYD13A2_061__1_km_16_days_VI_Quality_VI_Usefulness_Description,MYD13A2_061__1_km_16_days_VI_Quality_Aerosol_Quantity,MYD13A2_061__1_km_16_days_VI_Quality_Aerosol_Quantity_Description,MYD13A2_061__1_km_16_days_VI_Quality_Adjacent_cloud_detected,MYD13A2_061__1_km_16_days_VI_Quality_Adjacent_cloud_detected_Description,MYD13A2_061__1_km_16_days_VI_Quality_Atmosphere_BRDF_Correction,MYD13A2_061__1_km_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MYD13A2_061__1_km_16_days_VI_Quality_Mixed_Clouds,MYD13A2_061__1_km_16_days_VI_Quality_Mixed_Clouds_Description,MYD13A2_061__1_km_16_days_VI_Quality_Land/Water_Mask,MYD13A2_061__1_km_16_days_VI_Quality_Land/Water_Mask_Description,MYD13A2_061__1_km_16_days_VI_Quality_Possible_snow/ice,MYD13A2_061__1_km_16_days_VI_Quality_Possible_snow/ice_Description,MYD13A2_061__1_km_16_days_VI_Quality_Possible_shadow,MYD13A2_061__1_km_16_days_VI_Quality_Possible_shadow_Description
Bangladesh,5,24.0,90.0,2006-06-02,h26v06,719.0,266.0,0.5219,3550.0,0b0000110111011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality (0111),0b11,High,0b1,Yes,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2006-06-18,h26v06,719.0,266.0,0.7272,3410.0,0b0000110101010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b01,Low,0b1,Yes,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2006-07-04,h26v06,719.0,266.0,0.0446,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2006-07-20,h26v06,719.0,266.0,0.6793,3410.0,0b0000110101010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b01,Low,0b1,Yes,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2006-08-05,h26v06,719.0,266.0,0.6468,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2006-08-21,h26v06,719.0,266.0,0.5809,36186.0,0b1000110101011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality (0110),0b01,Low,0b1,Yes,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Bangladesh,5,24.0,90.0,2006-09-06,h26v06,719.0,266.0,0.6579,35217.0,0b1000100110010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Bangladesh,5,24.0,90.0,2006-09-22,h26v06,719.0,266.0,0.7361,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2006-10-08,h26v06,719.0,266.0,0.697,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2006-10-24,h26v06,719.0,266.0,0.6609,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2006-11-09,h26v06,719.0,266.0,0.4508,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2006-11-25,h26v06,719.0,266.0,0.4828,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2006-12-11,h26v06,719.0,266.0,0.5041,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2006-12-27,h26v06,719.0,266.0,0.496,2253.0,0b0000100011001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-01-09,h26v06,719.0,266.0,0.5141,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-01-25,h26v06,719.0,266.0,0.4407,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-02-10,h26v06,719.0,266.0,0.3705,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-02-26,h26v06,719.0,266.0,0.571,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-03-14,h26v06,719.0,266.0,0.6553,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-03-30,h26v06,719.0,266.0,0.6346,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-04-15,h26v06,719.0,266.0,0.6104,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-05-01,h26v06,719.0,266.0,0.5421,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-05-17,h26v06,719.0,266.0,0.4038,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-06-02,h26v06,719.0,266.0,0.4175,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-06-18,h26v06,719.0,266.0,0.5867,2442.0,0b0000100110001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-07-04,h26v06,719.0,266.0,0.5425,2514.0,0b0000100111010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-07-20,h26v06,719.0,266.0,-0.0664,35221.0,0b1000100110010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Bangladesh,5,24.0,90.0,2007-08-05,h26v06,719.0,266.0,-0.0257,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-08-21,h26v06,719.0,266.0,0.3408,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-09-06,h26v06,719.0,266.0,-0.0093,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-09-22,h26v06,719.0,266.0,0.1767,35217.0,0b1000100110010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Bangladesh,5,24.0,90.0,2007-10-08,h26v06,719.0,266.0,0.4093,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-10-24,h26v06,719.0,266.0,0.4849,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-11-09,h26v06,719.0,266.0,0.3818,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-11-25,h26v06,719.0,266.0,0.4686,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-12-11,h26v06,719.0,266.0,0.5534,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2007-12-27,h26v06,719.0,266.0,0.5641,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-01-09,h26v06,719.0,266.0,0.5424,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-01-25,h26v06,719.0,266.0,0.5774,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-02-10,h26v06,719.0,266.0,0.3713,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-02-26,h26v06,719.0,266.0,0.3301,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-03-13,h26v06,719.0,266.0,0.6981,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-03-29,h26v06,719.0,266.0,0.767,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-04-14,h26v06,719.0,266.0,0.5569,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-04-30,h26v06,719.0,266.0,0.5409,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-05-16,h26v06,719.0,266.0,0.4433,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-06-01,h26v06,719.0,266.0,0.5622,3550.0,0b0000110111011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality (0111),0b11,High,0b1,Yes,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-06-17,h26v06,719.0,266.0,0.6787,35289.0,0b1000100111011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Bangladesh,5,24.0,90.0,2008-07-03,h26v06,719.0,266.0,0.1593,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-07-19,h26v06,719.0,266.0,0.5817,3478.0,0b0000110110010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality (0101),0b10,Average,0b1,Yes,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-08-04,h26v06,719.0,266.0,0.6216,36250.0,0b1000110110011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality (0110),0b10,Average,0b1,Yes,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Bangladesh,5,24.0,90.0,2008-08-20,h26v06,719.0,266.0,0.4885,35217.0,0b1000100110010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Bangladesh,5,24.0,90.0,2008-09-05,h26v06,719.0,266.0,0.386,2518.0,0b0000100111010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality (0101),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-09-21,h26v06,719.0,266.0,0.6374,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-10-07,h26v06,719.0,266.0,0.6879,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-10-23,h26v06,719.0,266.0,0.6675,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-11-08,h26v06,719.0,266.0,0.457,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-11-24,h26v06,719.0,266.0,0.4362,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-12-10,h26v06,719.0,266.0,0.5168,2253.0,0b0000100011001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2008-12-26,h26v06,719.0,266.0,0.5829,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-01-09,h26v06,719.0,266.0,0.5527,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-01-25,h26v06,719.0,266.0,0.4821,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-02-10,h26v06,719.0,266.0,0.2921,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-02-26,h26v06,719.0,266.0,0.5832,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-03-14,h26v06,719.0,266.0,0.6527,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-03-30,h26v06,719.0,266.0,0.6734,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-04-15,h26v06,719.0,266.0,0.5915,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-05-01,h26v06,719.0,266.0,0.5189,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-05-17,h26v06,719.0,266.0,0.579,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-06-02,h26v06,719.0,266.0,0.3848,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-06-18,h26v06,719.0,266.0,0.5091,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-07-04,h26v06,719.0,266.0,0.778,3218.0,0b0000110010010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b10,Average,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-07-20,h26v06,719.0,266.0,0.6908,3218.0,0b0000110010010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b10,Average,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-08-05,h26v06,719.0,266.0,0.197,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-08-21,h26v06,719.0,266.0,0.8033,36326.0,0b1000110111100110,0b10,"Pixel produced, but most probably cloudy",0b1001,Decreasing quality (1001),0b11,High,0b1,Yes,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Bangladesh,5,24.0,90.0,2009-09-06,h26v06,719.0,266.0,0.3546,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-09-22,h26v06,719.0,266.0,0.7991,3482.0,0b0000110110011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality (0110),0b10,Average,0b1,Yes,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-10-08,h26v06,719.0,266.0,0.6038,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-10-24,h26v06,719.0,266.0,0.578,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-11-09,h26v06,719.0,266.0,0.4615,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-11-25,h26v06,719.0,266.0,0.4642,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-12-11,h26v06,719.0,266.0,0.5356,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2009-12-27,h26v06,719.0,266.0,0.5547,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2010-01-09,h26v06,719.0,266.0,0.4196,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2010-01-25,h26v06,719.0,266.0,0.372,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2010-02-10,h26v06,719.0,266.0,0.2902,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2010-02-26,h26v06,719.0,266.0,0.5368,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2010-03-14,h26v06,719.0,266.0,0.5989,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2010-03-30,h26v06,719.0,266.0,0.6123,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2010-04-15,h26v06,719.0,266.0,0.6441,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2010-05-01,h26v06,719.0,266.0,0.5961,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2010-05-17,h26v06,719.0,266.0,0.4164,35218.0,0b1000100110010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Bangladesh,5,24.0,90.0,2010-06-02,h26v06,719.0,266.0,0.577,3410.0,0b0000110101010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b01,Low,0b1,Yes,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2010-06-18,h26v06,719.0,266.0,0.7344,3218.0,0b0000110010010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b10,Average,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bangladesh,5,24.0,90.0,2010-07-04,h26v06,719.0,266.0,0.1588,2318.0,0b0000100100001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
